date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-11-18,53.0,0.0,30.0,30.0,14.0,27.0,15.0,26.0,15.151515151515152,25.0,15.0,41.0,26.0,38.0,39.0,0.0,47.0,25.0,75.25773195876289,30.0,37.69344080743234
2020-11-19,21.0,42.0,30.0,60.0,27.0,13.0,29.0,26.0,59.595959595959606,38.0,43.0,27.0,38.0,25.0,50.0,35.0,12.0,0.0,0.0,46.0,41.00404504767766
2020-11-20,11.0,29.0,0.0,16.0,0.0,14.0,15.0,0.0,0.0,0.0,15.0,28.0,13.0,13.0,13.0,0.0,0.0,13.0,39.17525773195877,0.0,14.458060742896778
2020-11-21,22.0,29.0,16.0,0.0,0.0,13.0,15.0,27.0,0.0,26.0,30.0,0.0,26.0,26.0,13.0,37.0,24.0,25.0,38.14432989690722,64.0,28.440760034274987
2020-11-22,11.0,15.0,0.0,32.0,30.0,14.0,0.0,0.0,32.323232323232325,13.0,0.0,0.0,40.0,13.0,0.0,0.0,12.0,26.0,19.587628865979386,33.0,19.19015378545049
2020-11-23,22.0,29.0,0.0,0.0,0.0,14.0,30.0,27.0,16.161616161616163,0.0,0.0,0.0,13.0,13.0,13.0,12.0,12.0,13.0,0.0,16.0,15.18278414079728
2020-11-24,21.0,28.0,45.0,45.0,27.0,13.0,42.0,51.0,30.303030303030305,25.0,57.0,27.0,37.0,24.0,37.0,23.0,23.0,12.0,54.639175257731964,45.0,43.99534427280846
2020-11-25,10.0,26.0,15.0,0.0,13.0,25.0,0.0,0.0,0.0,12.0,14.0,13.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,15.0,10.950314867456443
2020-11-26,11.0,0.0,15.0,0.0,14.0,26.0,15.0,26.0,30.303030303030305,25.0,44.0,28.0,25.0,38.0,26.0,24.0,24.0,0.0,18.55670103092784,0.0,25.717390435233835
2020-11-27,0.0,27.0,30.0,0.0,0.0,65.0,0.0,13.0,15.151515151515152,0.0,15.0,0.0,13.0,12.0,26.0,0.0,23.0,12.0,18.55670103092784,0.0,17.791505358661215
2020-11-28,11.0,0.0,30.0,15.0,14.0,0.0,15.0,13.0,30.303030303030305,12.0,14.0,27.0,12.0,37.0,13.0,12.0,12.0,0.0,37.11340206185567,15.0,21.070545230331962
2020-11-29,22.0,44.0,0.0,16.0,29.0,0.0,46.0,13.0,16.161616161616163,26.0,46.0,29.0,40.0,0.0,66.0,25.0,25.0,26.0,78.35051546391753,64.0,40.33885775041604
2020-11-30,11.0,28.0,0.0,15.0,0.0,51.0,43.0,0.0,15.151515151515152,0.0,15.0,27.0,13.0,25.0,12.0,12.0,35.0,12.0,0.0,30.0,22.702213572417456
2020-12-01,11.0,41.0,15.0,46.0,28.0,26.0,15.0,38.0,30.303030303030305,13.0,29.0,27.0,0.0,25.0,13.0,24.0,12.0,12.0,18.55670103092784,31.0,30.005164329117378
2020-12-02,21.0,27.0,15.0,45.0,28.0,13.0,43.0,13.0,45.45454545454545,62.0,0.0,27.0,0.0,24.0,25.0,24.0,35.0,24.0,54.639175257731964,30.0,36.6831405880411
2020-12-03,22.0,42.0,46.0,15.0,28.0,13.0,44.0,39.0,15.151515151515152,13.0,15.0,56.0,25.0,25.0,51.0,24.0,12.0,51.0,37.11340206185567,16.0,38.87130351706063
2020-12-04,11.0,14.0,0.0,15.0,14.0,0.0,14.0,13.0,0.0,12.0,14.0,27.0,0.0,12.0,0.0,0.0,12.0,24.0,18.55670103092784,0.0,13.229873644981847
2020-12-05,22.0,43.0,0.0,47.0,14.0,27.0,31.0,14.0,15.151515151515152,39.0,46.0,43.0,39.0,13.0,0.0,25.0,12.0,38.0,38.14432989690722,32.0,35.50909033207089
2020-12-06,0.0,0.0,15.0,0.0,28.0,0.0,15.0,27.0,15.151515151515152,26.0,30.0,0.0,13.0,13.0,13.0,12.0,12.0,13.0,19.587628865979386,31.0,18.65110031534144
2020-12-07,31.0,28.0,0.0,15.0,40.0,0.0,29.0,26.0,15.151515151515152,37.0,15.0,27.0,25.0,24.0,12.0,0.0,12.0,24.0,37.11340206185567,45.0,29.17433794166245
2020-12-08,11.0,56.0,15.0,15.0,41.0,0.0,29.0,13.0,15.151515151515152,37.0,14.0,14.0,0.0,0.0,12.0,24.0,11.0,0.0,37.11340206185567,30.0,24.688666791138125
2020-12-09,0.0,28.0,15.0,15.0,28.0,0.0,29.0,13.0,15.151515151515152,12.0,14.0,14.0,13.0,12.0,25.0,23.0,12.0,12.0,18.55670103092784,0.0,19.704512172855413
2020-12-10,0.0,57.0,15.0,0.0,0.0,40.0,29.0,13.0,15.151515151515152,0.0,15.0,14.0,0.0,12.0,26.0,0.0,35.0,0.0,38.14432989690722,0.0,20.402933075158085
2020-12-11,0.0,0.0,16.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,15.0,29.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,7.5860615045631965
2020-12-12,11.0,58.0,32.0,32.0,29.0,68.0,46.0,28.0,48.48484848484848,53.0,16.0,58.0,13.0,40.0,27.0,13.0,25.0,13.0,78.35051546391753,33.0,47.61641275725304
2020-12-13,35.0,45.0,50.0,17.0,60.0,29.0,79.0,100.0,67.67676767676768,14.0,63.0,60.0,14.0,41.0,42.0,39.0,63.0,27.0,60.82474226804123,50.0,63.09634159694686
2020-12-14,11.0,14.0,16.0,0.0,29.0,13.0,15.0,27.0,15.151515151515152,13.0,15.0,28.0,13.0,13.0,13.0,0.0,12.0,13.0,19.587628865979386,48.0,21.619559164953127
2020-12-15,11.0,44.0,16.0,0.0,57.0,42.0,46.0,13.0,32.323232323232325,26.0,0.0,14.0,26.0,26.0,26.0,61.0,48.0,0.0,39.17525773195877,16.0,35.85228672344268
2020-12-16,0.0,15.0,32.0,17.0,15.0,29.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,27.0,14.0,13.0,0.0,14.0,20.61855670103093,0.0,15.806618337119
2020-12-17,24.0,31.0,17.0,17.0,0.0,44.0,16.0,14.0,33.333333333333336,28.0,16.0,0.0,0.0,28.0,14.0,0.0,39.0,42.0,42.2680412371134,0.0,26.75579977240682
2020-12-18,25.0,16.0,36.0,18.0,32.0,30.0,34.0,0.0,18.181818181818183,29.0,34.0,32.0,29.0,14.0,15.0,14.0,14.0,72.0,64.94845360824742,18.0,35.95992843303209
2020-12-19,13.0,17.0,56.0,36.0,33.0,32.0,17.0,16.0,36.36363636363637,60.0,71.0,50.0,0.0,60.0,31.0,29.0,14.0,30.0,45.360824742268036,75.0,47.609096967801044
2020-12-20,13.0,51.0,55.0,37.0,17.0,47.0,35.0,16.0,36.36363636363637,31.0,35.0,33.0,45.0,15.0,31.0,43.0,28.0,30.0,65.97938144329896,19.0,45.07723618954119
2020-12-21,12.0,16.0,0.0,35.0,0.0,30.0,49.0,15.0,34.343434343434346,43.0,33.0,31.0,14.0,14.0,29.0,27.0,13.0,28.0,20.61855670103093,17.0,30.40770448112368
2020-12-22,25.0,33.0,35.0,36.0,65.0,15.0,34.0,60.0,36.36363636363637,44.0,68.0,65.0,44.0,14.0,29.0,41.0,14.0,29.0,21.64948453608248,54.0,50.332734468991156
2020-12-23,26.0,0.0,37.0,36.0,33.0,47.0,69.0,16.0,54.54545454545455,45.0,53.0,16.0,16.0,15.0,31.0,29.0,42.0,0.0,22.680412371134018,37.0,41.24349461454857
