date,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-10-23,32.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,25.0,0.0,30.8641975308642,0.0,33.0,0.0,18.206463195036736
2020-10-24,35.0,69.0,57.0,38.0,52.0,81.0,61.0,70.0,52.0,0.0,70.0,0.0,0.0,48.0,28.0,42.0,69.1358024691358,27.0,37.0,44.57831325301205,71.94825059787354
2020-10-25,0.0,66.0,27.0,72.0,100.0,77.0,29.0,0.0,100.0,0.0,100.0,29.0,76.0,0.0,27.0,80.0,66.66666666666667,51.0,72.0,86.74698795180723,86.54676670737749
2020-10-26,30.0,29.0,24.0,65.0,22.0,69.0,26.0,61.0,45.0,100.0,29.0,0.0,34.0,41.0,49.0,36.0,29.62962962962963,0.0,0.0,38.55421686746988,59.48758278517877
2020-10-27,32.0,30.0,100.0,100.0,23.0,36.0,27.0,63.0,0.0,34.666666666666664,61.0,81.0,36.0,43.0,50.0,0.0,30.8641975308642,0.0,100.0,79.51807228915663,75.73348491655044
2020-10-28,0.0,30.0,50.0,66.0,0.0,71.0,79.0,31.0,91.0,34.666666666666664,91.0,27.0,36.0,85.0,100.0,37.0,30.8641975308642,23.0,66.0,39.75903614457832,80.73644800714688
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,28.0,28.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,27.160493827160487,21.0,30.0,0.0,16.188341499198682
2020-10-31,61.0,29.0,48.0,0.0,22.0,35.0,26.0,0.0,44.0,0.0,59.0,26.0,0.0,83.0,49.0,36.0,0.0,0.0,64.0,38.55421686746988,50.69498661110774
2020-11-01,30.0,30.0,24.0,66.0,45.0,70.0,0.0,31.0,44.0,33.333333333333336,0.0,53.0,0.0,0.0,0.0,36.0,0.0,0.0,32.0,38.55421686746988,43.53322641013524
2020-11-02,58.0,0.0,93.0,94.0,64.0,100.0,100.0,59.0,85.0,0.0,86.0,100.0,100.0,40.0,46.0,34.0,28.395061728395067,0.0,62.0,74.69879518072291,100.0
2020-11-03,0.0,28.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,28.0,0.0,0.0,39.0,0.0,34.0,0.0,22.0,0.0,0.0,14.377982456705274
2020-11-04,78.0,50.0,62.0,56.0,38.0,30.0,67.0,79.0,76.0,28.0,25.0,0.0,59.0,0.0,42.0,91.0,50.617283950617285,78.0,0.0,100.0,82.47874770811595
2020-11-05,27.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,0.0,30.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,11.32810739013143
2020-11-06,28.0,27.0,45.0,61.0,0.0,32.0,24.0,28.0,41.0,0.0,0.0,0.0,32.0,77.0,0.0,0.0,28.395061728395067,43.0,0.0,0.0,38.101250087641134
2020-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-08,29.0,0.0,0.0,31.0,0.0,0.0,25.0,0.0,0.0,32.0,28.0,0.0,0.0,40.0,23.0,34.0,0.0,0.0,31.0,0.0,22.302211424321257
2020-11-09,29.0,57.0,23.0,0.0,21.0,66.0,0.0,0.0,42.0,96.0,29.0,0.0,33.0,40.0,46.0,34.0,28.395061728395067,65.0,61.0,73.49397590361446,60.77058825459319
2020-11-10,0.0,0.0,47.0,31.0,0.0,0.0,25.0,0.0,43.0,32.0,29.0,51.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,0.0,25.40654854565535
2020-11-11,57.0,27.0,23.0,30.0,21.0,0.0,24.0,57.0,42.0,30.66666666666667,28.0,24.0,97.0,78.0,23.0,100.0,0.0,0.0,0.0,72.28915662650603,59.95911335969271
2020-11-12,0.0,0.0,0.0,31.0,22.0,34.0,50.0,59.0,85.0,0.0,0.0,0.0,0.0,79.0,47.0,0.0,0.0,0.0,62.0,0.0,38.314055523833936
2020-11-13,29.0,28.0,24.0,31.0,21.0,0.0,0.0,0.0,43.0,32.0,29.0,25.0,0.0,0.0,0.0,35.0,28.395061728395067,22.0,62.0,37.349397590361455,36.49593181088275
2020-11-14,0.0,0.0,24.0,32.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,24.0,35.0,0.0,0.0,0.0,0.0,13.642744717441936
2020-11-15,0.0,0.0,0.0,32.0,0.0,0.0,26.0,30.0,44.0,0.0,29.0,26.0,34.0,41.0,0.0,36.0,29.62962962962963,0.0,0.0,0.0,26.765074244952626
2020-11-16,0.0,28.0,47.0,31.0,0.0,0.0,25.0,0.0,43.0,32.0,29.0,0.0,33.0,0.0,47.0,69.0,28.395061728395067,22.0,0.0,75.90361445783131,41.68787166980392
2020-11-17,30.0,29.0,0.0,0.0,22.0,34.0,51.0,30.0,43.0,32.0,29.0,0.0,34.0,41.0,72.0,70.0,28.395061728395067,0.0,62.0,38.55421686746988,52.769587474845316
2020-11-18,29.0,28.0,0.0,31.0,0.0,66.0,50.0,0.0,42.0,0.0,0.0,0.0,33.0,0.0,46.0,0.0,0.0,44.0,31.0,37.349397590361455,35.728420261391115
2020-11-19,29.0,0.0,0.0,31.0,0.0,33.0,0.0,0.0,43.0,32.0,28.0,0.0,0.0,40.0,23.0,35.0,0.0,0.0,0.0,37.349397590361455,27.068953554511808
2020-11-20,0.0,0.0,0.0,32.0,22.0,0.0,25.0,0.0,43.0,33.333333333333336,0.0,0.0,34.0,0.0,0.0,35.0,0.0,22.0,31.0,0.0,22.65621478026286
2020-11-21,30.0,0.0,48.0,32.0,66.0,35.0,52.0,61.0,44.0,33.333333333333336,30.0,26.0,0.0,41.0,49.0,35.0,59.25925925925926,45.0,0.0,38.55421686746988,59.239477869048756
2020-11-22,0.0,59.0,24.0,33.0,0.0,35.0,26.0,31.0,44.0,33.333333333333336,59.0,52.0,34.0,41.0,49.0,36.0,0.0,0.0,32.0,38.55421686746988,51.212376131330096
2020-11-23,60.0,29.0,0.0,64.0,0.0,0.0,26.0,60.0,0.0,33.333333333333336,86.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,62.0,0.0,36.135573333424055
2020-11-24,29.0,0.0,23.0,0.0,21.0,0.0,0.0,29.0,42.0,30.66666666666667,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,30.0,0.0,19.49741560416852
2020-11-25,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,30.66666666666667,0.0,0.0,32.0,39.0,0.0,0.0,28.395061728395067,21.0,0.0,0.0,14.056252910991965
2020-11-26,0.0,0.0,0.0,32.0,0.0,33.0,0.0,0.0,43.0,33.333333333333336,29.0,25.0,34.0,41.0,0.0,0.0,29.62962962962963,0.0,0.0,0.0,24.504898972402373
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,29.0,56.0,0.0,31.0,21.0,33.0,0.0,58.0,84.0,64.0,56.0,25.0,0.0,79.0,0.0,34.0,55.555555555555564,44.0,61.0,36.14457831325301,62.634097013177936
2020-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,28.0,23.0,61.0,0.0,33.0,0.0,29.0,0.0,32.0,56.0,25.0,65.0,79.0,23.0,68.0,0.0,22.0,0.0,73.49397590361446,50.444986094678185
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,30.0,29.0,0.0,32.0,22.0,34.0,25.0,0.0,44.0,65.33333333333333,58.0,0.0,67.0,0.0,47.0,35.0,29.62962962962963,44.0,0.0,38.55421686746988,49.05809929859142
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,30.0,0.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,29.62962962962963,0.0,0.0,0.0,12.387091788247346
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-10,0.0,0.0,0.0,0.0,22.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,24.0,36.0,0.0,0.0,0.0,0.0,10.9468730068097
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,41.0,0.0,36.0,0.0,0.0,0.0,38.55421686746988,11.564000265870087
2020-12-12,30.0,29.0,0.0,33.0,22.0,34.0,0.0,30.0,0.0,33.333333333333336,0.0,26.0,0.0,0.0,0.0,0.0,29.62962962962963,23.0,32.0,77.10843373493977,32.6013723903143
2020-12-13,0.0,30.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,0.0,9.966556021125248
2020-12-14,30.0,0.0,0.0,0.0,0.0,34.0,25.0,0.0,44.0,32.0,29.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,21.15850827435606
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,26.0,34.0,0.0,0.0,0.0,0.0,23.0,32.0,0.0,12.117807184155016
2020-12-16,31.0,0.0,0.0,33.0,0.0,36.0,0.0,0.0,45.0,33.333333333333336,30.0,0.0,35.0,42.0,24.0,0.0,29.62962962962963,0.0,33.0,0.0,30.38680088650907
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,100.0,0.0,0.0,72.0,0.0,0.0,0.0,100.0,49.0,73.33333333333333,65.0,28.0,75.0,91.0,53.0,78.0,0.0,100.0,0.0,42.16867469879518,75.68880464538724
2020-12-19,0.0,0.0,28.0,0.0,0.0,0.0,59.0,0.0,50.0,0.0,34.0,29.0,0.0,0.0,27.0,0.0,0.0,26.0,36.0,43.373493975903614,27.15261514465557
2020-12-20,0.0,32.0,26.0,0.0,0.0,37.0,28.0,0.0,48.0,0.0,0.0,0.0,0.0,44.0,26.0,0.0,0.0,0.0,34.0,0.0,22.465597588601995
2020-12-21,0.0,0.0,26.0,34.0,0.0,36.0,27.0,32.0,47.0,0.0,0.0,27.0,36.0,44.0,0.0,37.0,30.8641975308642,0.0,34.0,40.96385542168674,36.91122624317659
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
