date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-02-08,62.0,22.0,64.0,0.0,38.0,0.0,0.0,0.0,35.0,25.555555555555557,35.0,23.0,50.0,59.0,35.0,68.0,59.0,20.0,40.0,19.0,46.798538290435324
2020-02-09,20.0,21.0,20.0,25.0,18.0,19.0,21.0,0.0,16.0,46.66666666666666,33.0,0.0,16.0,0.0,0.0,0.0,18.0,19.0,18.0,17.0,23.42707340324118
2020-02-10,19.0,41.0,0.0,25.0,18.0,19.0,0.0,0.0,0.0,23.33333333333333,0.0,21.0,0.0,18.0,32.0,21.0,18.0,36.0,18.0,35.0,24.6186844613918
2020-02-11,58.0,20.0,100.0,25.0,36.0,77.0,62.0,19.0,33.0,23.33333333333333,16.0,21.0,16.0,37.0,49.0,21.0,47.0,19.0,55.0,89.0,58.8655862726406
2020-02-12,19.0,20.0,59.0,100.0,18.0,57.0,41.0,19.0,32.0,92.22222222222223,16.0,64.0,77.0,18.0,49.0,63.0,37.0,18.0,0.0,53.0,60.93104544010167
2020-02-13,20.0,0.0,0.0,25.0,54.0,38.0,20.0,39.0,50.0,23.33333333333333,16.0,43.0,31.0,19.0,33.0,43.0,37.0,19.0,37.0,0.0,39.132507149666345
2020-02-14,21.0,64.0,42.0,52.0,19.0,20.0,21.0,41.0,17.0,24.444444444444446,0.0,22.0,0.0,0.0,51.0,22.0,38.0,19.0,0.0,0.0,33.84969812519861
2020-02-15,44.0,70.0,22.0,28.0,20.0,64.0,0.0,22.0,18.0,52.22222222222222,37.0,71.0,35.0,20.0,18.0,72.0,72.0,21.0,20.0,19.0,51.85096917699395
2020-02-16,81.0,21.0,21.0,52.0,19.0,0.0,21.0,60.0,17.0,96.66666666666669,34.0,89.0,32.0,38.0,17.0,67.0,19.0,19.0,0.0,18.0,51.59675881792183
2020-02-17,39.0,41.0,60.0,25.0,18.0,78.0,21.0,39.0,0.0,23.33333333333333,0.0,43.0,16.0,37.0,33.0,43.0,37.0,19.0,18.0,35.0,44.70924690181125
2020-02-18,19.0,0.0,20.0,25.0,36.0,0.0,41.0,19.0,32.0,23.33333333333333,48.0,42.0,15.0,18.0,16.0,0.0,37.0,0.0,36.0,18.0,31.839847473784552
2020-02-19,0.0,0.0,0.0,0.0,18.0,19.0,0.0,19.0,0.0,23.33333333333333,16.0,0.0,15.0,19.0,16.0,0.0,28.0,19.0,37.0,36.0,18.970448045757863
2020-02-20,20.0,21.0,41.0,26.0,19.0,39.0,0.0,59.0,34.0,24.444444444444446,50.0,0.0,16.0,19.0,0.0,0.0,38.0,0.0,19.0,18.0,31.704798220527486
2020-02-21,0.0,0.0,22.0,55.0,39.0,0.0,0.0,42.0,18.0,0.0,54.0,0.0,17.0,20.0,53.0,46.0,41.0,0.0,20.0,0.0,30.52907530981887
2020-02-22,23.0,24.0,0.0,29.0,42.0,0.0,24.0,0.0,19.0,26.66666666666667,0.0,25.0,0.0,22.0,19.0,25.0,22.0,43.0,22.0,41.0,29.075309818875123
2020-02-23,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,25.555555555555557,0.0,23.0,0.0,0.0,0.0,23.0,20.0,20.0,0.0,0.0,9.477279949157928
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,23.33333333333333,16.0,0.0,0.0,18.0,0.0,0.0,19.0,19.0,56.0,18.0,13.465204957102001
2020-02-25,40.0,0.0,20.0,25.0,18.0,19.0,21.0,19.0,16.0,0.0,33.0,22.0,0.0,0.0,0.0,0.0,18.0,37.0,18.0,0.0,21.877979027645374
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,18.0,17.0,6.4346997140133455
2020-02-27,39.0,0.0,0.0,0.0,18.0,19.0,0.0,19.0,32.0,23.33333333333333,16.0,21.0,0.0,18.0,0.0,0.0,55.0,18.0,55.0,0.0,23.83222116301239
2020-02-28,20.0,21.0,0.0,75.0,0.0,19.0,42.0,19.0,33.0,46.66666666666666,16.0,64.0,46.0,56.0,33.0,64.0,19.0,18.0,19.0,0.0,43.66062917063871
2020-02-29,20.0,21.0,21.0,0.0,0.0,20.0,0.0,61.0,17.0,0.0,17.0,44.0,0.0,19.0,34.0,0.0,19.0,19.0,19.0,0.0,23.665395614871308
2020-03-01,38.0,0.0,0.0,0.0,0.0,19.0,41.0,19.0,16.0,23.33333333333333,0.0,21.0,0.0,18.0,16.0,21.0,18.0,18.0,54.0,35.0,25.54814108674929
2020-03-02,57.0,0.0,19.0,24.0,34.0,18.0,39.0,18.0,31.0,67.77777777777777,16.0,41.0,59.0,17.0,16.0,20.0,44.0,0.0,17.0,17.0,39.66476008897363
2020-03-03,38.0,60.0,19.0,97.0,52.0,19.0,40.0,19.0,32.0,22.222222222222218,47.0,42.0,15.0,36.0,32.0,41.0,18.0,36.0,17.0,68.0,53.63838576421988
2020-03-04,18.0,39.0,0.0,71.0,33.0,55.0,39.0,36.0,15.0,22.222222222222218,15.0,40.0,14.0,17.0,30.0,0.0,26.0,0.0,0.0,16.0,34.76326660311407
2020-03-05,0.0,20.0,19.0,24.0,35.0,0.0,0.0,0.0,16.0,22.222222222222218,31.0,41.0,30.0,18.0,0.0,41.0,27.0,36.0,53.0,34.0,31.97489672704162
2020-03-06,0.0,20.0,0.0,25.0,35.0,0.0,21.0,0.0,0.0,23.33333333333333,0.0,0.0,15.0,18.0,0.0,0.0,18.0,72.0,54.0,17.0,22.759771210676828
2020-03-07,21.0,22.0,43.0,54.0,0.0,0.0,22.0,21.0,36.0,100.0,18.0,68.0,50.0,0.0,35.0,69.0,40.0,20.0,0.0,0.0,44.25643469971401
2020-03-08,76.0,41.0,39.0,98.0,0.0,75.0,20.0,19.0,63.0,45.555555555555564,0.0,62.0,15.0,36.0,48.0,41.0,36.0,54.0,54.0,51.0,62.45630759453447
2020-03-09,55.0,20.0,19.0,71.0,0.0,55.0,58.0,18.0,62.0,22.222222222222218,31.0,100.0,44.0,52.0,0.0,20.0,53.0,18.0,0.0,33.0,52.27994915792818
2020-03-10,56.0,0.0,19.0,0.0,35.0,0.0,40.0,74.0,16.0,0.0,16.0,40.0,0.0,18.0,16.0,20.0,44.0,35.0,52.0,50.0,37.964728312678744
2020-03-11,19.0,19.0,0.0,24.0,17.0,18.0,0.0,18.0,15.0,0.0,30.0,20.0,29.0,17.0,0.0,39.0,17.0,17.0,17.0,16.0,23.736892278360344
2020-03-12,57.0,20.0,38.0,48.0,17.0,0.0,20.0,0.0,16.0,22.222222222222218,31.0,21.0,45.0,18.0,0.0,20.0,35.0,0.0,53.0,34.0,35.406736574515406
2020-03-13,100.0,42.0,82.0,51.0,18.0,77.0,64.0,20.0,100.0,47.77777777777778,100.0,66.0,48.0,38.0,100.0,87.0,85.0,38.0,37.0,18.0,87.13854464569431
2020-03-14,61.0,43.0,21.0,52.0,19.0,80.0,64.0,40.0,17.0,24.444444444444446,34.0,67.0,48.0,19.0,34.0,44.0,57.0,57.0,57.0,54.0,63.80680012710517
2020-03-15,54.0,76.0,74.0,70.0,100.0,71.0,96.0,71.0,60.0,86.66666666666669,76.0,59.0,28.0,67.0,90.0,78.0,59.0,34.0,84.0,65.0,100.0
2020-03-16,79.0,100.0,97.0,81.0,44.0,63.0,100.0,63.0,79.0,37.77777777777778,66.0,69.0,100.0,30.0,53.0,86.0,45.0,45.0,45.0,28.0,93.71623768668572
2020-03-17,47.0,17.0,80.0,40.0,43.0,76.0,50.0,94.0,79.0,37.77777777777778,79.0,86.0,25.0,59.0,26.0,50.0,66.0,30.0,30.0,100.0,79.70289164283443
2020-03-18,51.0,36.0,52.0,44.0,16.0,67.0,36.0,50.0,14.0,61.111111111111114,14.0,37.0,54.0,32.0,28.0,55.0,56.0,48.0,95.0,46.0,63.78296790594217
2020-03-19,71.0,55.0,36.0,90.0,49.0,51.0,75.0,17.0,29.0,83.33333333333333,29.0,95.0,42.0,100.0,30.0,38.0,67.0,100.0,100.0,64.0,87.32125834127741
2020-03-20,51.0,89.0,69.0,65.0,62.0,100.0,71.0,100.0,28.0,20.0,28.0,56.0,54.0,80.0,43.0,92.0,56.0,32.0,47.0,30.0,83.86558627264058
2020-03-21,37.0,78.0,57.0,24.0,34.0,55.0,39.0,18.0,47.0,43.33333333333334,46.0,82.0,29.0,17.0,0.0,100.0,44.0,70.0,52.0,66.0,67.08770257387988
2020-03-22,18.0,19.0,0.0,46.0,16.0,36.0,38.0,35.0,44.0,21.11111111111111,15.0,58.0,14.0,17.0,15.0,19.0,42.0,51.0,50.0,48.0,43.04893549412139
2020-03-23,30.0,32.0,15.0,39.0,14.0,15.0,48.0,0.0,13.0,17.777777777777782,25.0,17.0,24.0,28.0,13.0,16.0,14.0,42.0,56.0,27.0,34.73149030823006
2020-03-24,49.0,69.0,17.0,42.0,15.0,33.0,0.0,16.0,14.0,0.0,27.0,18.0,13.0,15.0,28.0,0.0,23.0,15.0,15.0,15.0,30.314585319351764
2020-03-25,16.0,34.0,33.0,0.0,15.0,48.0,17.0,32.0,13.0,18.88888888888889,40.0,0.0,26.0,15.0,41.0,35.0,30.0,46.0,0.0,29.0,34.95392437241818
2020-03-26,16.0,17.0,83.0,42.0,45.0,16.0,53.0,16.0,27.0,38.888888888888886,69.0,72.0,52.0,78.0,41.0,35.0,46.0,31.0,15.0,29.0,58.762313314267566
2020-03-27,63.0,82.0,64.0,40.0,58.0,62.0,100.0,15.0,78.0,56.66666666666666,39.0,86.0,37.0,44.0,66.0,34.0,73.0,15.0,29.0,14.0,75.47664442326023
2020-03-28,0.0,78.0,76.0,47.0,17.0,36.0,19.0,55.0,15.0,65.55555555555556,46.0,40.0,15.0,17.0,46.0,20.0,26.0,52.0,0.0,17.0,49.15792818557356
2020-03-29,18.0,38.0,54.0,23.0,0.0,53.0,38.0,35.0,44.0,64.44444444444444,15.0,39.0,42.0,34.0,45.0,20.0,25.0,33.0,34.0,32.0,49.078487448363525
2020-03-30,15.0,65.0,32.0,40.0,43.0,30.0,0.0,31.0,13.0,0.0,0.0,33.0,12.0,29.0,26.0,50.0,22.0,15.0,0.0,14.0,33.60343183984748
2020-03-31,0.0,49.0,31.0,39.0,0.0,60.0,32.0,0.0,38.0,0.0,25.0,33.0,12.0,0.0,26.0,17.0,29.0,0.0,0.0,0.0,27.95519542421353
2020-04-01,32.0,17.0,0.0,21.0,29.0,16.0,0.0,16.0,13.0,0.0,27.0,35.0,25.0,30.0,13.0,17.0,15.0,0.0,15.0,29.0,25.023832221163012
2020-04-02,0.0,17.0,48.0,0.0,0.0,31.0,50.0,0.0,27.0,37.77777777777778,13.0,51.0,13.0,44.0,13.0,34.0,29.0,30.0,30.0,28.0,35.446456943120424
2020-04-03,0.0,17.0,0.0,0.0,0.0,16.0,17.0,16.0,0.0,0.0,14.0,18.0,13.0,15.0,13.0,0.0,46.0,15.0,61.0,14.0,19.661582459485224
2020-04-04,20.0,81.0,20.0,25.0,54.0,38.0,20.0,57.0,16.0,23.33333333333333,0.0,63.0,30.0,36.0,49.0,62.0,18.0,18.0,18.0,17.0,47.56911344137273
2020-04-05,19.0,0.0,19.0,0.0,17.0,18.0,20.0,18.0,16.0,22.222222222222218,31.0,0.0,0.0,17.0,16.0,20.0,0.0,18.0,0.0,0.0,17.961550683190342
2020-04-06,15.0,15.0,30.0,0.0,40.0,29.0,31.0,0.0,24.0,34.44444444444444,0.0,16.0,11.0,0.0,0.0,31.0,41.0,0.0,28.0,13.0,25.62758182395933
2020-04-07,31.0,16.0,16.0,20.0,42.0,60.0,32.0,15.0,13.0,54.444444444444436,64.0,0.0,12.0,43.0,26.0,50.0,29.0,29.0,0.0,27.0,41.42834445503654
2020-04-08,16.0,0.0,16.0,41.0,15.0,0.0,50.0,16.0,27.0,18.88888888888889,0.0,0.0,25.0,30.0,0.0,0.0,30.0,15.0,15.0,0.0,22.513504925325712
2020-04-09,0.0,17.0,17.0,21.0,0.0,16.0,35.0,16.0,0.0,18.88888888888889,14.0,18.0,13.0,47.0,14.0,35.0,15.0,15.0,15.0,0.0,23.371464887194158
2020-04-10,0.0,35.0,34.0,0.0,15.0,16.0,18.0,16.0,14.0,20.0,14.0,18.0,0.0,16.0,14.0,18.0,16.0,16.0,0.0,30.0,22.163965681601525
2020-04-11,0.0,20.0,19.0,24.0,17.0,37.0,0.0,18.0,0.0,0.0,16.0,0.0,29.0,18.0,15.0,0.0,87.0,35.0,68.0,66.0,33.531935176358445
2020-04-12,19.0,20.0,19.0,24.0,17.0,18.0,0.0,0.0,16.0,0.0,0.0,0.0,15.0,0.0,16.0,0.0,18.0,35.0,52.0,34.0,21.663489037178262
2020-04-13,17.0,0.0,18.0,0.0,16.0,17.0,0.0,0.0,14.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,12.726406101048616
2020-04-14,16.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,18.0,13.0,0.0,0.0,0.0,15.0,15.0,15.0,14.0,10.938989513822687
2020-04-15,17.0,18.0,0.0,43.0,15.0,0.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,0.0,14.0,0.0,16.0,16.0,0.0,0.0,12.654909437559581
2020-04-16,0.0,0.0,0.0,43.0,15.0,0.0,18.0,0.0,14.0,20.0,0.0,0.0,26.0,0.0,0.0,18.0,24.0,32.0,0.0,0.0,15.014299332697805
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,15.0,2.2163965681601523
2020-04-18,19.0,19.0,38.0,47.0,17.0,18.0,39.0,18.0,15.0,22.222222222222218,30.0,20.0,0.0,0.0,0.0,20.0,17.0,0.0,17.0,33.0,27.82809024467747
2020-04-19,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,20.0,14.0,19.0,0.0,16.0,0.0,18.0,16.0,16.0,32.0,0.0,13.298379408960914
